ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
876,891.26237982,255.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1767.26237982,0.1442093678574769,1,74,0,True,False,True,False,False,False,False,False
1540,0.0,183.0,Y,Planning to expand my small business operations. Business is booming right now.,1540.0,0.1187540558079169,1,79,0,False,True,False,False,True,False,False,False
7695,0.0,226.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,7695.0,0.0293659043659043,1,71,1,False,False,True,False,True,False,True,False
1186,0.0,289.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1186.0,0.2434709351305813,1,82,0,True,False,True,False,True,False,False,False
150,1724.554712,218.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,1874.554712,0.1162322797651343,1,74,1,True,False,False,False,False,False,False,False
4141,2227.92608992,196.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,6368.92608992,0.0307695877837825,0,71,1,False,False,False,False,False,False,True,False
150,17.07987468,245.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,167.07987468,1.457640306232051,0,77,1,False,False,False,False,True,False,False,False
4301,0.0,99.0,Y,I need to renovate my house immediately. Business is booming right now.,4301.0,0.0230125523012552,1,71,0,True,False,False,True,False,True,False,False
3356,33.00044494,88.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,3389.00044494,0.0259586986577984,1,74,1,True,False,False,True,False,True,False,False
4382,139.77047015,170.0,N,Buying a new car for daily commute. I am very confident in repayment.,4521.77047015,0.0375875806924072,1,69,0,False,False,False,False,True,True,False,False
1474,0.0,127.0,N,I need to renovate my house immediately. Facing some financial stress currently.,1474.0,0.0861016949152542,1,80,0,False,False,False,False,False,False,False,False
150,2942.13035646,176.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,3092.13035646,0.0569002853799627,0,80,0,False,True,False,True,False,True,False,False
2276,232.43909696,68.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,2508.43909696,0.0270976889147766,1,77,1,False,True,False,False,True,True,False,False
2465,0.0,165.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,2465.0,0.0669099756690997,1,77,1,True,True,False,False,True,True,False,False
2050,0.0,60.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,2050.0,0.0292540224280838,1,80,1,True,False,False,False,False,True,False,False
3392,994.53413026,83.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,4386.53413026,0.0189172317606749,1,80,0,True,False,False,False,False,True,False,False
3796,0.0,204.0,Y,Planning to expand my small business operations. I am very confident in repayment.,3796.0,0.0537266262839083,1,82,0,True,True,False,True,False,True,False,False
3002,3003.06046846,286.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,6005.06046846,0.0476185681948907,1,77,1,True,False,False,False,False,False,True,False
226,0.0,152.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,226.0,0.6696035242290749,1,71,1,True,False,False,True,False,False,False,False
9725,0.0,265.0,N,I need to renovate my house immediately. Facing some financial stress currently.,9725.0,0.0272465556241003,1,80,0,False,True,False,False,True,False,True,False
150,0.0,193.0,N,Buying a new car for daily commute. Facing some financial stress currently.,150.0,1.2781456953642385,1,75,0,False,True,False,True,False,False,False,False
2658,0.0,205.0,Y,Buying a new car for daily commute. Business is booming right now.,2658.0,0.0770966528770214,1,66,0,False,False,True,False,False,True,False,False
3522,0.0,97.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,3522.0,0.0275333522565994,0,74,1,True,True,False,False,False,True,False,False
5172,0.0,600.0,Y,I need to renovate my house immediately. Business is booming right now.,5172.0,0.11598685482312,1,71,0,True,False,False,False,False,False,True,False
257,0.0,319.0,Y,Buying a new car for daily commute. I am very confident in repayment.,257.0,1.2364341085271318,1,69,0,True,True,False,False,False,False,False,False
1037,0.0,253.0,N,Planning to expand my small business operations. I might struggle slightly initially.,1037.0,0.2437379576107899,1,85,1,True,True,False,True,False,False,False,False
16003,192.99907475,146.0,Y,Planning to expand my small business operations. I am very confident in repayment.,16195.99907475,0.009014015455962,0,82,0,False,False,False,False,True,False,False,True
1545,455.53227991,228.0,N,Buying a new car for daily commute. Business is booming right now.,2000.53227991,0.1139127269085323,1,66,0,True,True,False,False,False,True,False,False
1574,0.0,290.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1574.0,0.1841269841269841,0,71,1,True,True,False,True,False,False,False,False
150,0.0,185.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,1.225165562913907,0,66,0,True,True,True,False,False,False,False,False
513,0.0,221.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,513.0,0.4299610894941634,1,71,1,True,False,False,False,True,False,False,False
150,0.0,258.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,150.0,1.7086092715231789,1,71,1,True,True,False,False,True,False,False,False
4009,0.0,253.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,4009.0,0.0630922693266833,1,77,1,True,False,False,False,False,True,False,False
937,1462.410968,146.0,N,Buying a new car for daily commute. I might struggle slightly initially.,2399.410968,0.0608229182195604,0,72,1,False,True,False,False,True,True,False,False
3673,2100.21087699,215.0,Y,Planning to expand my small business operations. I am very confident in repayment.,5773.2108769900005,0.0372345251290988,1,82,0,True,True,False,True,False,False,True,False
3579,0.0,199.0,N,Planning to expand my small business operations. I am very confident in repayment.,3579.0,0.0555865921787709,1,82,0,True,False,True,False,False,True,False,False
4567,0.0,322.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,4567.0,0.0704903677758318,1,80,0,True,False,False,False,True,True,False,False
6379,0.0,248.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,6379.0,0.0388714733542319,1,80,0,True,False,False,False,True,False,True,False
2565,0.0,169.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,2565.0,0.0658612626656274,1,80,1,True,False,False,True,False,True,False,False
358,1315.96354522,369.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1673.96354522,0.2203033021542766,1,74,0,True,False,False,False,True,False,False,False
150,0.0,237.0,N,Consolidating high-interest debts. I might struggle slightly initially.,150.0,1.5695364238410596,1,71,1,False,False,True,False,True,False,False,False
1945,3228.11761241,243.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,5173.11761241,0.0469645296460154,1,80,1,False,False,True,False,True,False,True,False
3263,430.78164246,304.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,3693.78164246,0.0822782046187702,1,74,0,True,False,True,False,False,True,False,False
3696,0.0,194.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,3696.0,0.052474979713281,1,77,1,True,False,False,True,False,True,False,False
184,0.0,243.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,184.0,1.3135135135135134,1,77,1,True,False,False,True,False,False,False,False
747,0.0,83.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,747.0,0.1109625668449197,1,80,1,True,False,False,True,False,False,False,False
2988,0.0,226.0,N,Buying a new car for daily commute. I might struggle slightly initially.,2988.0,0.0756105720976915,1,72,1,True,True,False,True,False,True,False,False
1449,0.0,107.0,N,Planning to expand my small business operations. Business is booming right now.,1449.0,0.0737931034482758,1,79,0,False,False,False,True,False,False,False,False
150,0.0,281.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,150.0,1.8609271523178808,0,74,1,True,False,False,False,False,False,False,False
475,0.0,241.0,N,Consolidating high-interest debts. I am very confident in repayment.,475.0,0.5063025210084033,1,68,1,True,False,False,True,False,False,False,False
7053,0.0,82.0,N,Buying a new car for daily commute. I am very confident in repayment.,7053.0,0.0116246101502693,1,69,0,True,True,False,True,False,False,True,False
4845,1453.33152103,91.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,6298.33152103,0.0144459772749221,0,75,0,True,True,False,True,False,False,True,False
3583,0.0,101.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,3583.0,0.0281808035714285,0,74,1,True,False,False,True,False,True,False,False
150,4738.53661387,212.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,4888.53661387,0.0433578919111938,0,77,1,True,False,True,True,False,True,False,False
150,614.07254442,195.0,Y,Planning to expand my small business operations. I am very confident in repayment.,764.07254442,0.2548777908999847,1,82,0,False,False,False,False,False,False,False,False
1421,0.0,244.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,1421.0,0.1715893108298171,0,80,0,True,False,False,False,False,False,False,False
150,152.127835,265.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,302.127835,0.8742186279263994,0,71,1,True,False,False,False,False,False,False,False
150,0.0,141.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,150.0,0.933774834437086,1,80,0,True,True,True,False,True,False,False,False
1702,0.0,192.0,N,Planning to expand my small business operations. Business is booming right now.,1702.0,0.1127422196124486,1,79,0,True,True,False,False,True,False,False,False
1123,340.91522522,79.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,1463.91522522,0.0539280353155834,1,77,1,True,False,False,False,True,False,False,False
6548,0.0,229.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,6548.0,0.0349671705603909,1,72,1,True,False,True,True,False,False,True,False
1299,0.0,131.0,N,Urgent medical expenses covered by loan. Business is booming right now.,1299.0,0.1007692307692307,1,71,1,False,True,False,False,True,False,False,False
1607,174.7107864,368.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,1781.7107864,0.2064272022177741,1,88,0,True,False,True,False,False,False,False,False
11949,0.0,227.0,Y,Consolidating high-interest debts. I am very confident in repayment.,11949.0,0.0189958158995815,1,68,1,False,False,False,False,False,False,False,True
1083,2197.28911369,250.0,N,Consolidating high-interest debts. Facing some financial stress currently.,3280.28911369,0.0761895679831944,1,74,1,True,True,False,False,False,True,False,False
2006,0.0,109.0,Y,Planning to expand my small business operations. I am very confident in repayment.,2006.0,0.0543099152964623,1,82,0,True,False,False,False,True,True,False,False
1622,0.0,236.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,1622.0,0.1454097350585335,1,74,1,False,False,False,False,True,False,False,False
3890,247.76893489,234.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,4137.76893489,0.056538551361824,1,77,1,True,True,False,False,False,True,False,False
6902,0.0,220.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,6902.0,0.0318702013617267,1,74,1,True,False,False,True,False,False,True,False
3884,0.27747384,228.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,3884.27747384,0.0586830674347325,1,77,1,True,True,False,False,True,True,False,False
1200,0.0,108.0,N,Investment in a new startup opportunity. I am very confident in repayment.,1200.0,0.08992506244796,1,74,0,True,True,False,True,False,False,False,False
5026,69.28204095,174.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,5095.28204095,0.0341425373638788,1,85,1,True,False,True,False,False,False,True,False
1102,0.0,83.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,1102.0,0.0752493200362647,0,77,1,False,False,False,False,False,False,False,False
7389,296.590141,208.0,Y,Buying a new car for daily commute. I am very confident in repayment.,7685.590141,0.0270601132861937,1,69,0,True,False,False,False,True,False,True,False
150,262.54257974,171.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,412.54257974,0.4135003464637428,1,74,0,True,False,False,False,True,False,False,False
925,0.0,377.0,Y,Investment in a new startup opportunity. Business is booming right now.,925.0,0.4071274298056155,0,71,0,False,False,False,True,False,False,False,False
1072,0.0,381.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,1072.0,0.3550792171481827,1,74,0,False,False,False,True,False,False,False,False
539,0.0,65.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,539.0,0.1203703703703703,0,77,1,True,False,False,False,False,False,False,False
584,0.0,228.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,584.0,0.3897435897435897,1,75,0,False,False,True,False,True,False,False,False
1499,1064.4608591,218.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,2563.4608591,0.0850081213859927,0,80,1,True,True,False,False,True,True,False,False
4792,0.0,177.0,N,Planning to expand my small business operations. Facing some financial stress currently.,4792.0,0.0369288545795952,1,88,0,True,True,False,True,False,True,False,False
2988,0.0,231.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,2988.0,0.0772833723653395,1,71,1,True,True,False,True,False,True,False,False
1577,0.0,254.0,Y,Planning to expand my small business operations. Business is booming right now.,1577.0,0.1609632446134347,0,79,0,True,True,False,False,False,False,False,False
12748,0.0,256.0,N,I need to renovate my house immediately. I am very confident in repayment.,12748.0,0.0200800062750019,1,74,0,True,True,False,True,False,False,False,True
2038,0.0,132.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,2038.0,0.064737616478666,0,77,1,True,False,False,False,False,True,False,False
1374,0.0,221.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,1374.0,0.1607272727272727,0,80,0,True,False,False,False,True,False,False,False
4729,0.0,172.0,Y,Planning to expand my small business operations. I am very confident in repayment.,4729.0,0.0363636363636363,1,82,0,True,True,False,True,False,True,False,False
3311,0.0,152.0,Y,Buying a new car for daily commute. I am very confident in repayment.,3311.0,0.0458937198067632,1,69,0,True,False,False,True,False,True,False,False
550,0.0,395.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,550.0,0.7168784029038112,1,80,1,False,False,True,False,False,False,False,False
2532,111.14694087,361.0,Y,I need to renovate my house immediately. Business is booming right now.,2643.14694087,0.136527964622579,1,71,0,True,True,False,False,False,True,False,False
150,0.0,144.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,150.0,0.9536423841059604,1,74,1,True,False,True,True,False,False,False,False
150,5015.09763914,168.0,N,Consolidating high-interest debts. I might struggle slightly initially.,5165.09763914,0.032519710569769,1,71,1,True,False,False,True,False,False,True,False
150,670.14646926,238.0,N,I need to renovate my house immediately. Facing some financial stress currently.,820.14646926,0.2898386693600236,1,80,0,True,True,False,False,False,False,False,False
2972,116.59678228,158.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,3088.59678228,0.0511393593190507,0,80,0,True,True,False,True,False,True,False,False
150,0.0,235.0,Y,Planning to expand my small business operations. I am very confident in repayment.,150.0,1.5562913907284768,1,82,0,True,False,False,False,True,False,False,False
2310,0.0,145.0,Y,Planning to expand my small business operations. Business is booming right now.,2310.0,0.062743401125054,0,79,0,True,False,False,False,True,True,False,False
7262,0.0,191.0,Y,Consolidating high-interest debts. Business is booming right now.,7262.0,0.0262976731378218,0,65,1,True,True,False,False,False,False,True,False
5764,0.0,219.0,N,Buying a new car for daily commute. I am very confident in repayment.,5764.0,0.037987857762359,1,69,0,True,False,True,False,True,False,True,False
150,10012.85090373,197.0,N,Urgent medical expenses covered by loan. Business is booming right now.,10162.85090373,0.019382417340233,1,71,1,True,True,False,False,True,False,False,True
1868,2210.71418993,426.0,N,Consolidating high-interest debts. Business is booming right now.,4078.71418993,0.1044190794177445,1,65,1,False,True,False,False,False,True,False,False
13762,18.08147347,219.0,N,I need to renovate my house immediately. I am very confident in repayment.,13780.08147347,0.0158913507928675,1,74,0,False,False,False,False,False,False,False,True
11306,3522.76676884,120.0,N,Investment in a new startup opportunity. I am very confident in repayment.,14828.76676884,0.0080918332614739,1,74,0,True,False,True,False,False,False,False,True
1927,2161.53036361,78.0,N,I need to renovate my house immediately. Facing some financial stress currently.,4088.53036361,0.0190730947235579,0,80,0,True,False,True,False,True,True,False,False
150,930.48645605,214.0,Y,Buying a new car for daily commute. Business is booming right now.,1080.48645605,0.1978758021451414,0,66,0,True,True,True,True,False,False,False,False
150,0.0,266.0,Y,Investment in a new startup opportunity. Business is booming right now.,150.0,1.7615894039735098,0,71,0,False,True,False,False,True,False,False,False
2163,0.0,80.0,Y,I need to renovate my house immediately. I am very confident in repayment.,2163.0,0.0369685767097966,1,74,0,True,True,False,False,False,True,False,False
6288,296.40894627,147.0,Y,I need to renovate my house immediately. I am very confident in repayment.,6584.40894627,0.022322076153412,1,74,0,False,False,False,True,False,False,True,False
9093,0.0,183.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,9093.0,0.020123158126237,1,74,1,True,True,False,False,False,False,True,False
1928,946.28174073,233.0,Y,Investment in a new startup opportunity. Business is booming right now.,2874.28174073,0.0810355370395264,1,71,0,False,False,False,True,False,True,False,False
16176,2958.12232921,224.0,Y,Buying a new car for daily commute. I am very confident in repayment.,19134.12232921,0.0117062225234934,1,69,0,True,True,False,True,False,False,False,True
1395,49.51024184,79.0,N,Consolidating high-interest debts. Business is booming right now.,1444.51024184,0.0546519821951869,1,65,1,False,False,False,False,False,False,False,False
150,0.0,439.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,2.9072847682119205,1,66,0,True,False,False,True,False,False,False,False
5646,0.0,35.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,5646.0,0.0061979812289711,1,85,1,True,True,False,False,True,False,True,False
150,0.0,171.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,150.0,1.1324503311258278,1,88,0,True,False,True,True,False,False,False,False
3362,0.0,331.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,3362.0,0.0984240261671127,1,80,0,True,False,False,True,False,True,False,False
150,0.0,251.0,N,I need to renovate my house immediately. Facing some financial stress currently.,150.0,1.6622516556291391,0,80,0,False,False,True,True,False,False,False,False
318,0.0,181.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,318.0,0.567398119122257,1,71,1,True,False,False,True,False,False,False,False
794,0.0,176.0,Y,Buying a new car for daily commute. Business is booming right now.,794.0,0.2213836477987421,0,66,0,False,False,False,False,True,False,False,False
4012,0.0,51.0,N,I need to renovate my house immediately. Facing some financial stress currently.,4012.0,0.0127086967356092,1,80,0,True,False,False,False,False,True,False,False
5118,2017.01910025,249.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,7135.01910025,0.0348934043620029,1,80,0,False,True,True,True,False,False,True,False
1150,0.0,413.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,1150.0,0.3588184187662901,1,71,1,True,False,False,False,False,False,False,False
150,0.0,93.0,Y,Buying a new car for daily commute. I am very confident in repayment.,150.0,0.6158940397350994,1,69,0,True,False,False,True,False,False,False,False
1831,0.0,167.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,1831.0,0.0911572052401746,0,80,1,True,True,False,False,True,False,False,False
182,0.0,249.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,182.0,1.360655737704918,1,74,1,True,False,False,False,False,False,False,False
830,2913.79355123,240.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,3743.79355123,0.0640889802646585,1,77,1,True,False,False,False,False,True,False,False
150,0.0,97.0,Y,Buying a new car for daily commute. Business is booming right now.,150.0,0.6423841059602649,1,66,0,True,False,False,False,False,False,False,False
1123,0.0,221.0,N,Planning to expand my small business operations. Facing some financial stress currently.,1123.0,0.1966192170818505,1,88,0,False,True,False,False,False,False,False,False
4850,131.60754853,149.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,4981.60754853,0.0299040208462653,1,77,1,True,True,False,False,False,True,False,False
17790,126.80392112,234.0,N,I need to renovate my house immediately. I am very confident in repayment.,17916.80392112,0.0130596361602205,1,74,0,True,False,False,False,True,False,False,True
12625,82.3644045,202.0,N,Consolidating high-interest debts. I am very confident in repayment.,12707.3644045,0.0158950431047186,1,68,1,False,False,False,False,False,False,False,True
150,0.0,204.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,150.0,1.3509933774834435,1,80,0,True,False,False,False,False,False,False,False
900,0.0,345.0,N,Consolidating high-interest debts. I might struggle slightly initially.,900.0,0.3829078801331853,1,71,1,False,True,False,True,False,False,False,False
5685,40.98283213,250.0,N,Investment in a new startup opportunity. I am very confident in repayment.,5725.98283213,0.0436530032179298,1,74,0,False,False,False,True,False,False,True,False
150,0.0,271.0,N,Buying a new car for daily commute. I am very confident in repayment.,150.0,1.794701986754967,1,69,0,False,False,False,True,False,False,False,False
5276,0.0,196.0,Y,Investment in a new startup opportunity. Business is booming right now.,5276.0,0.0371423157096835,1,71,0,True,True,False,True,False,False,True,False
483,0.0,259.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,483.0,0.5351239669421488,1,85,1,True,True,True,True,False,False,False,False
5542,232.77328222,185.0,Y,Investment in a new startup opportunity. Business is booming right now.,5774.77328222,0.0320303431177777,0,71,0,False,False,True,False,False,False,True,False
150,0.0,171.0,Y,Investment in a new startup opportunity. Business is booming right now.,150.0,1.1324503311258278,1,71,0,True,False,False,True,False,False,False,False
9652,2119.29836342,67.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,11771.29836342,0.0056913270401121,0,71,1,True,False,True,False,False,False,False,True
5418,0.0,207.0,Y,Planning to expand my small business operations. I am very confident in repayment.,5418.0,0.038198929691825,1,82,0,True,False,True,False,True,False,True,False
636,0.0,241.0,N,Urgent medical expenses covered by loan. Business is booming right now.,636.0,0.3783359497645212,1,71,1,False,False,False,False,False,False,False,False
971,397.77958959,41.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,1368.77958959,0.029931822836017,1,77,1,True,False,False,True,False,False,False,False
6857,0.0,196.0,N,Investment in a new startup opportunity. I am very confident in repayment.,6857.0,0.0285797608632254,1,74,0,True,False,False,False,True,False,True,False
2753,0.0,242.0,Y,I need to renovate my house immediately. I am very confident in repayment.,2753.0,0.0878721859114016,0,74,0,True,False,True,True,False,True,False,False
2016,1666.23874602,172.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,3682.23874602,0.0466980317759358,1,75,0,True,True,False,True,False,True,False,False
597,670.97952438,238.0,N,Planning to expand my small business operations. Facing some financial stress currently.,1267.97952438,0.1875522775801149,1,88,0,True,False,False,False,False,False,False,False
1755,1191.63764464,108.0,N,Buying a new car for daily commute. I might struggle slightly initially.,2946.63764464,0.0366395103537871,1,72,1,True,False,False,False,False,True,False,False
4433,788.27421718,124.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,5221.27421718,0.0237444444399473,1,77,1,True,False,True,True,False,False,True,False
150,0.0,165.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,1.0927152317880795,0,65,1,False,False,False,False,False,False,False,False
150,0.0,239.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,150.0,1.5827814569536425,0,74,0,False,False,True,False,True,False,False,False
10544,0.0,147.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,10544.0,0.0139402560455192,1,74,1,True,False,False,False,True,False,False,True
3303,0.0,125.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,3303.0,0.0378329297820823,1,71,1,True,False,False,False,True,True,False,False
4592,0.0,164.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,4592.0,0.0357065099063792,1,80,0,False,True,False,False,False,True,False,False
150,0.0,243.0,N,Buying a new car for daily commute. Business is booming right now.,150.0,1.609271523178808,1,66,0,True,False,False,False,True,False,False,False
7869,0.0,271.0,N,Consolidating high-interest debts. Facing some financial stress currently.,7869.0,0.0344345616264294,1,74,1,True,True,False,True,False,False,True,False
3213,88.35380502,111.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,3301.35380502,0.0336123887850132,1,72,1,True,False,False,False,True,True,False,False
150,400.48448481,271.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,550.48448481,0.4914009504607662,1,74,1,True,False,False,True,False,False,False,False
150,0.0,265.0,N,Planning to expand my small business operations. I am very confident in repayment.,150.0,1.7549668874172186,1,82,0,False,False,False,False,False,False,False,False
204,223.90600342,275.0,Y,Planning to expand my small business operations. Business is booming right now.,427.90600342,0.6411661245289454,1,79,0,True,True,False,True,False,False,False,False
3751,68.54820175,412.0,N,Buying a new car for daily commute. I am very confident in repayment.,3819.54820175,0.1078379275024677,1,69,0,True,False,False,False,False,True,False,False
918,0.0,166.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,918.0,0.1806311207834602,0,71,1,True,False,False,True,False,False,False,False
3322,854.89110113,416.0,Y,Buying a new car for daily commute. I am very confident in repayment.,4176.89110113,0.0995717671739897,1,69,0,False,False,False,True,False,True,False,False
957,88.32402243,91.0,Y,I need to renovate my house immediately. I am very confident in repayment.,1045.32402243,0.0869711466517418,0,74,0,True,False,False,False,False,False,False,False
150,0.0,231.0,N,Buying a new car for daily commute. Facing some financial stress currently.,150.0,1.5298013245033113,1,75,0,True,False,False,False,False,False,False,False
2054,0.0,394.0,Y,I need to renovate my house immediately. Business is booming right now.,2054.0,0.1917274939172749,1,71,0,True,False,False,False,True,True,False,False
638,0.0,253.0,Y,Buying a new car for daily commute. Business is booming right now.,638.0,0.3959311424100156,0,66,0,True,False,False,False,True,False,False,False
440,1254.40575492,172.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,1694.40575492,0.1014506406509845,1,72,1,True,True,False,False,False,False,False,False
4490,0.0,283.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,4490.0,0.0630149187263415,1,74,0,True,True,False,False,False,True,False,False
150,0.0,179.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,1.185430463576159,1,77,1,True,False,True,True,False,False,False,False
1046,3288.25595409,206.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,4334.25595409,0.0475173789463696,1,74,1,True,True,False,True,False,True,False,False
2165,0.0,353.0,N,Urgent medical expenses covered by loan. Facing some financial stress currently.,2165.0,0.1629732225300092,1,80,1,True,False,False,False,False,True,False,False
